FP001	FP002	FP003	FP004	FP005	FP006	FP007	FP008	FP009	FP010	FP011	FP012	FP013	FP014	FP015	FP016	FP017	FP018	FP019	FP020	FP021	FP022	FP023	FP024	FP025	FP026	FP027	FP028	FP029	FP030	FP031	FP032	FP033	FP034	FP035	FP036	FP037	FP038	FP039	FP040	FP041	FP042	FP043	FP044	FP045	FP046	FP047	FP048	FP049	FP050	FP051	FP052	FP053	FP054	FP055	FP056	FP057	FP058	FP059	FP060	FP061	FP062	FP063	FP064	FP065	FP066	FP067	FP068	FP069	FP070	FP071	FP072	FP073	FP074	FP075	FP076	FP077	FP078	FP079	FP080	FP081	FP082	FP083	FP084	FP085	FP086	FP087	FP088	FP089	FP090	FP091	FP092	FP093	FP094	FP095	FP096	FP097	FP098	FP099	FP100	FP101	FP102	FP103	FP104	FP105	FP106	FP107	FP108	FP109	FP110	FP111	FP112	FP113	FP114	FP115	FP116	FP117	FP118	FP119	FP120	FP121	FP122	FP123	FP124	FP125	FP126	FP127	FP128	FP129	FP130	FP131	FP132	FP133	FP134	FP135	FP136	FP137	FP138	FP139	FP140	FP141	FP142	FP143	FP144	FP145	FP146	FP147	FP148	FP149	FP150	FP151	FP152	FP153	FP154	FP155	FP156	FP157	FP158	FP159	FP160	FP161	FP162	FP163	FP164	FP165	FP166	FP167	FP168	FP169	FP170	FP171	FP172	FP173	FP174	FP175	FP176	FP177	FP178	FP179	FP180	FP181	FP182	FP183	FP184	FP185	FP186	FP187	FP188	FP189	FP190	FP191	FP192	FP193	FP194	FP195	FP196	FP197	FP198	FP199	FP200	FP201	FP202	FP203	FP204	FP205	FP206	FP207	FP208	MolWeight	NumAtoms	NumNonHAtoms	NumBonds	NumNonHBonds	NumMultBonds	NumRotBonds	NumDblBonds	NumAromaticBonds	NumHydrogen	NumCarbon	NumNitrogen	NumOxygen	NumSulfer	NumChlorine	NumHalogen	NumRings	HydrophilicFactor	SurfaceArea1	SurfaceArea2
1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5.443629097708091	3.4657359027997265	2.8903717578961645	3.4965075614664802	4.0099156365857125	3.7797160787739523	1.0986122886681098	0.9412078639198966	1.9459101490553132	4.177811269475519	4.177811269475519	-0	1.3862943611198906	-0	-0	-0	1.0986122886681098	-1.4018317575792854	9.663021822957383	9.663021822957383
1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	5.6680516647004024	3.912023005428146	3.091042453358316	3.970291913552122	4.518269693579393	1.3796139347883993	0	0.8045302367136892	0	5.820397644541599	4.854853507438605	-0	1.0986122886681098	-0	-0	-0	1.6094379124341003	-0.5348127962470568	8.245324076819786	8.245324076819786
0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5.057773300553659	3.2188758248682006	2.5649493574615367	3.258096538021482	3.4760910153621785	4.254800192603069	0	-0	2.4849066497880004	3.8621794814052675	3.8621794814052675	-0	0	-0	-0	-0	1.0986122886681098	-2.5040128617861677	0	0
0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5.097546666085552	2.9444389791664403	2.4849066497880004	2.995732273553991	3.3513882616740522	4.254800192603069	0	-0	2.4849066497880004	2.886886610245384	3.5104547121961476	-0	0	-0	0.375	0.375	1.0986122886681098	-1.711854501076905	0	0
0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	5.005756746645148	3.332204510175204	2.4849066497880004	3.332204510175204	3.2187591475861295	2.944766061206951	1.0986122886681098	-0	1.9459101490553132	4.465208778938173	3.691452997814905	-0	0	-0	-0	-0	0.6931471805599453	-2.4426886084349233	0	0
1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.443629097708091	3.4657359027997265	2.8903717578961645	3.4965075614664802	4.0099156365857125	4.4745685897227165	1.3862943611198906	0.5670767410225881	2.4849066497880004	4.177811269475519	4.177811269475519	-0	1.3862943611198906	-0	-0	-0	1.0986122886681098	-0.36302422003790547	9.214591108706188	9.214591108706188
1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5.760414824222675	3.828641396489095	3.091042453358316	3.828641396489095	4.278003681290422	3.520561713201732	2.1972245773362196	0.8045302367136892	1.9459101490553132	5.421759348012561	4.023944488861893	0.67430248265846	1.3862943611198906	0.375	-0	-0	0.6931471805599453	-0.1610454569229762	12.310299309566771	12.875213107993504
0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	6.0039364486033024	3.9889840465642745	3.332204510175204	4.04305126783455	4.936703773322292	4.4745685897227165	1.9459101490553132	-0	2.5649493574615367	5.626251265074292	5.092358085037012	0.6423550085795294	0.6931471805599453	0.375	0.375	0.375	1.6094379124341003	-0.40711518371368066	7.579525054384004	10.433910940289376
1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	5.675005699884782	3.9512437185814275	3.091042453358316	4.007333185232471	4.518269693579393	0.7987697769322359	0	0.5670767410225881	0	6.005384498123949	4.854853507438605	-0	1.0986122886681098	-0	-0	-0	1.6094379124341003	-0.5348127962470568	8.245324076819786	8.245324076819786
0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	5.057773300553659	3.2188758248682006	2.5649493574615367	3.258096538021482	3.4760910153621785	4.254800192603069	0.6931471805599453	-0	2.4849066497880004	3.8621794814052675	3.8621794814052675	-0	0	-0	-0	-0	1.0986122886681098	-2.5040128617861677	0	0
1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5.619349588681358	3.4339872044851463	2.995732273553991	3.4965075614664802	4.278003681290422	4.684411890070345	1.0986122886681098	0.5670767410225881	2.5649493574615367	3.691452997814905	4.324655699980235	-0	1.3862943611198906	-0	0.375	0.375	1.3862943611198906	-0.34558139946479793	9.214591108706188	9.214591108706188
